time,method,number of record,elapsed time
2021/08/08 15:00:55,GET,62000,4
2021/08/08 15:01:24,GET,63000,4
2021/08/08 15:01:46,GET,64000,4
2021/08/08 15:02:07,GET,65000,3
2021/08/08 15:02:27,GET,66000,3
2021/08/08 15:02:52,GET,67000,5
2021/08/08 15:03:12,GET,68000,4
2021/08/08 15:03:33,GET,69000,4
2021/08/08 15:03:53,GET,70000,3
2021/08/08 15:04:12,GET,71000,4
2021/08/08 15:04:34,GET,72000,4
2021/08/08 15:04:53,GET,73000,3
2021/08/08 15:05:14,GET,74000,4
2021/08/08 15:05:33,GET,75000,4
2021/08/08 15:05:54,GET,76000,4
2021/08/08 15:06:35,GET,77000,3
2021/08/08 15:06:54,GET,78000,3
2021/08/08 15:07:16,GET,79000,5
2021/08/08 15:07:38,GET,80000,2
2021/08/08 15:07:57,GET,81000,4
2021/08/08 15:08:18,GET,82000,4
2021/08/08 15:08:37,GET,83000,4
2021/08/08 15:08:57,GET,84000,3
2021/08/08 15:09:17,GET,85000,4
2021/08/08 15:09:37,GET,86000,4
2021/08/08 15:09:57,GET,87000,4
2021/08/08 15:10:19,GET,88000,3
2021/08/08 15:10:38,GET,89000,3
2021/08/08 15:10:57,GET,90000,4
2021/08/08 15:11:23,GET,91000,4
2021/08/08 15:11:43,GET,92000,4
2021/08/08 15:12:03,GET,93000,4
2021/08/08 15:12:22,GET,94000,2
2021/08/08 15:12:41,GET,95000,3
2021/08/08 15:13:01,GET,96000,4
2021/08/08 15:13:22,GET,97000,3
2021/08/08 15:13:41,GET,98000,4
2021/08/08 15:14:02,GET,99000,3
2021/08/08 15:14:24,GET,100000,48
2021/08/08 15:14:45,GET,101000,3
2021/08/08 15:15:05,GET,102000,4
2021/08/08 15:15:26,GET,103000,4
2021/08/08 15:15:46,GET,104000,3
2021/08/08 15:16:05,GET,105000,3
2021/08/08 15:16:33,GET,106000,4
2021/08/08 15:16:53,GET,107000,4
2021/08/08 15:17:12,GET,108000,3
2021/08/08 15:17:33,GET,109000,4
2021/08/08 15:17:52,GET,110000,3
2021/08/08 15:18:12,GET,111000,4
2021/08/08 15:18:31,GET,112000,3
2021/08/08 15:18:51,GET,113000,4
2021/08/08 15:19:11,GET,114000,5
2021/08/08 15:19:30,GET,115000,3
2021/08/08 15:19:53,GET,116000,8
2021/08/08 15:20:13,GET,117000,3
2021/08/08 15:20:33,GET,118000,4
2021/08/08 15:20:54,GET,119000,4
2021/08/08 15:21:14,GET,120000,3
2021/08/08 15:21:40,GET,121000,3
2021/08/08 15:21:59,GET,122000,5
2021/08/08 15:22:19,GET,123000,6
2021/08/08 15:22:40,GET,124000,4
2021/08/08 15:23:01,GET,125000,3
2021/08/08 15:23:21,GET,126000,4
2021/08/08 15:23:42,GET,127000,3
2021/08/08 15:24:06,GET,128000,3
2021/08/08 15:24:27,GET,129000,7
2021/08/08 15:24:49,GET,130000,4
2021/08/08 15:25:11,GET,131000,6
2021/08/08 15:25:31,GET,132000,3
2021/08/08 15:25:52,GET,133000,5
2021/08/08 15:26:13,GET,134000,4
2021/08/08 15:26:41,GET,135000,4
2021/08/08 15:27:01,GET,136000,3
2021/08/08 15:27:20,GET,137000,5
2021/08/08 15:27:42,GET,138000,4
2021/08/08 15:28:02,GET,139000,4
2021/08/08 15:28:22,GET,140000,3
2021/08/08 15:28:41,GET,141000,3
2021/08/08 15:29:01,GET,142000,5
2021/08/08 15:29:21,GET,143000,4
2021/08/08 15:29:41,GET,144000,4
2021/08/08 15:30:05,GET,145000,3
2021/08/08 15:30:24,GET,146000,4
2021/08/08 15:30:44,GET,147000,4
2021/08/08 15:31:05,GET,148000,4
2021/08/08 15:31:27,GET,149000,7
2021/08/08 15:31:50,GET,150000,4
2021/08/08 15:32:10,GET,151000,3
2021/08/08 15:32:29,GET,152000,4
2021/08/08 15:32:49,GET,153000,4
2021/08/08 15:33:09,GET,154000,3
2021/08/08 15:33:29,GET,155000,5
2021/08/08 15:33:48,GET,156000,4
2021/08/08 15:34:09,GET,157000,4
2021/08/08 15:34:28,GET,158000,4
2021/08/08 15:34:48,GET,159000,3
2021/08/08 15:35:10,GET,160000,4
2021/08/08 15:35:30,GET,161000,5
2021/08/08 15:35:50,GET,162000,4
2021/08/08 15:36:10,GET,163000,4
2021/08/08 15:36:34,GET,164000,3
2021/08/08 15:36:55,GET,165000,4
2021/08/08 15:37:16,GET,166000,3
2021/08/08 15:37:35,GET,167000,3
2021/08/08 15:37:55,GET,168000,4
2021/08/08 15:38:15,GET,169000,4
2021/08/08 15:38:35,GET,170000,4
2021/08/08 15:38:55,GET,171000,4
2021/08/08 15:39:15,GET,172000,3
2021/08/08 15:39:35,GET,173000,3
2021/08/08 15:39:57,GET,174000,4
2021/08/08 15:40:20,GET,175000,4
2021/08/08 15:40:42,GET,176000,5
2021/08/08 15:41:02,GET,177000,4
2021/08/08 15:41:24,GET,178000,4
2021/08/08 15:41:51,GET,179000,3
2021/08/08 15:42:11,GET,180000,2
2021/08/08 15:42:30,GET,181000,5
2021/08/08 15:42:50,GET,182000,4
2021/08/08 15:43:10,GET,183000,4
2021/08/08 15:43:30,GET,184000,3
2021/08/08 15:43:49,GET,185000,3
2021/08/08 15:44:11,GET,186000,4
2021/08/08 15:44:31,GET,187000,4
2021/08/08 15:44:51,GET,188000,4
2021/08/08 15:45:11,GET,189000,4
2021/08/08 15:45:31,GET,190000,3
2021/08/08 15:45:53,GET,191000,3
2021/08/08 15:46:14,GET,192000,3
2021/08/08 15:46:33,GET,193000,4
2021/08/08 15:46:57,GET,194000,3
2021/08/08 15:47:16,GET,195000,5
2021/08/08 15:47:35,GET,196000,4
2021/08/08 15:47:56,GET,197000,3
2021/08/08 15:48:16,GET,198000,4
2021/08/08 15:48:36,GET,199000,4
2021/08/08 15:48:56,GET,200000,5
2021/08/08 15:49:15,GET,201000,4
2021/08/08 15:49:35,GET,202000,3
2021/08/08 15:49:55,GET,203000,3
2021/08/08 15:50:15,GET,204000,3
2021/08/08 15:50:35,GET,205000,3
2021/08/08 15:50:57,GET,206000,4
