time,method,number of record,elapsed time
2021/08/08 13:10:00,GET,0,574
2021/08/08 13:10:01,GET,5,9
2021/08/08 13:10:01,GET,10,7
2021/08/08 13:10:01,GET,15,7
2021/08/08 13:10:01,GET,20,14
2021/08/08 13:10:01,GET,25,9
2021/08/08 13:10:02,GET,30,6
2021/08/08 13:10:02,GET,35,6
2021/08/08 13:10:02,GET,40,6
2021/08/08 13:10:02,GET,45,8
2021/08/08 13:10:02,GET,50,6
2021/08/08 13:10:03,GET,55,8
2021/08/08 13:10:03,GET,60,6
2021/08/08 13:10:03,GET,65,6
2021/08/08 13:10:03,GET,70,6
2021/08/08 13:10:03,GET,75,9
2021/08/08 13:10:03,GET,80,6
2021/08/08 13:10:03,GET,85,6
2021/08/08 13:10:03,GET,90,6
2021/08/08 13:10:04,GET,95,7
2021/08/08 13:10:04,GET,100,6
2021/08/08 13:10:04,GET,105,6
2021/08/08 13:10:04,GET,110,6
2021/08/08 13:10:04,GET,115,7
2021/08/08 13:10:05,GET,120,6
2021/08/08 13:10:05,GET,125,5
2021/08/08 13:10:05,GET,130,6
2021/08/08 13:10:05,GET,135,6
2021/08/08 13:10:05,GET,140,6
2021/08/08 13:10:05,GET,145,6
2021/08/08 13:10:05,GET,150,3
2021/08/08 13:10:05,GET,155,8
2021/08/08 13:10:05,GET,160,5
2021/08/08 13:10:06,GET,165,5
2021/08/08 13:10:06,GET,170,7
2021/08/08 13:10:06,GET,175,5
2021/08/08 13:10:06,GET,180,6
2021/08/08 13:10:06,GET,185,6
2021/08/08 13:10:06,GET,190,6
2021/08/08 13:10:06,GET,195,5
2021/08/08 13:10:06,GET,200,6
2021/08/08 13:10:06,GET,205,4
2021/08/08 13:10:06,GET,210,5
2021/08/08 13:10:07,GET,215,5
2021/08/08 13:10:07,GET,220,4
2021/08/08 13:10:07,GET,225,5
2021/08/08 13:10:07,GET,230,6
2021/08/08 13:10:07,GET,235,5
2021/08/08 13:10:07,GET,240,6
2021/08/08 13:10:07,GET,245,5
2021/08/08 13:10:07,GET,250,5
2021/08/08 13:10:07,GET,255,7
2021/08/08 13:10:08,GET,260,46
2021/08/08 13:10:08,GET,265,8
2021/08/08 13:10:08,GET,270,6
2021/08/08 13:10:08,GET,275,7
2021/08/08 13:10:08,GET,280,6
2021/08/08 13:10:08,GET,285,6
2021/08/08 13:10:08,GET,290,6
2021/08/08 13:10:08,GET,295,5
2021/08/08 13:10:08,GET,300,6
2021/08/08 13:10:09,GET,305,8
2021/08/08 13:10:09,GET,310,6
2021/08/08 13:10:09,GET,315,6
2021/08/08 13:10:09,GET,320,6
2021/08/08 13:10:09,GET,325,7
2021/08/08 13:10:09,GET,330,6
2021/08/08 13:10:09,GET,335,6
2021/08/08 13:10:09,GET,340,8
2021/08/08 13:10:10,GET,345,7
2021/08/08 13:10:10,GET,350,7
2021/08/08 13:10:10,GET,355,7
2021/08/08 13:10:10,GET,360,5
2021/08/08 13:10:10,GET,365,6
2021/08/08 13:10:10,GET,370,6
2021/08/08 13:10:10,GET,375,6
2021/08/08 13:10:10,GET,380,4
2021/08/08 13:10:10,GET,385,7
2021/08/08 13:10:11,GET,390,6
2021/08/08 13:10:11,GET,395,7
2021/08/08 13:10:11,GET,400,5
2021/08/08 13:10:11,GET,405,5
2021/08/08 13:10:11,GET,410,7
2021/08/08 13:10:11,GET,415,5
2021/08/08 13:10:11,GET,420,7
2021/08/08 13:10:12,GET,425,21
2021/08/08 13:10:12,GET,430,7
2021/08/08 13:10:12,GET,435,7
2021/08/08 13:10:12,GET,440,6
2021/08/08 13:10:12,GET,445,8
2021/08/08 13:10:12,GET,450,6
2021/08/08 13:10:12,GET,455,6
2021/08/08 13:10:12,GET,460,7
2021/08/08 13:10:13,GET,465,8
2021/08/08 13:10:13,GET,470,5
2021/08/08 13:10:13,GET,475,7
2021/08/08 13:10:13,GET,480,6
2021/08/08 13:10:13,GET,485,8
2021/08/08 13:10:13,GET,490,6
2021/08/08 13:10:13,GET,495,8
2021/08/08 13:10:13,GET,500,6
2021/08/08 13:10:14,GET,505,8
2021/08/08 13:10:14,GET,510,6
2021/08/08 13:10:14,GET,515,7
2021/08/08 13:10:14,GET,520,6
2021/08/08 13:10:14,GET,525,7
2021/08/08 13:10:14,GET,530,6
2021/08/08 13:10:14,GET,535,6
2021/08/08 13:10:14,GET,540,7
2021/08/08 13:10:14,GET,545,8
2021/08/08 13:10:15,GET,550,10
2021/08/08 13:10:15,GET,555,8
2021/08/08 13:10:15,GET,560,6
2021/08/08 13:10:15,GET,565,7
2021/08/08 13:10:15,GET,570,7
2021/08/08 13:10:15,GET,575,8
2021/08/08 13:10:15,GET,580,7
2021/08/08 13:10:16,GET,585,7
2021/08/08 13:10:16,GET,590,7
2021/08/08 13:10:16,GET,595,8
2021/08/08 13:10:16,GET,600,6
2021/08/08 13:10:16,GET,605,6
2021/08/08 13:10:16,GET,610,8
2021/08/08 13:10:16,GET,615,8
2021/08/08 13:10:16,GET,620,12
2021/08/08 13:10:17,GET,625,8
2021/08/08 13:10:17,GET,630,6
2021/08/08 13:10:17,GET,635,8
2021/08/08 13:10:17,GET,640,6
2021/08/08 13:10:17,GET,645,7
2021/08/08 13:10:17,GET,650,8
2021/08/08 13:10:17,GET,655,7
2021/08/08 13:10:17,GET,660,6
2021/08/08 13:10:18,GET,665,7
2021/08/08 13:10:19,GET,670,7
2021/08/08 13:10:19,GET,675,8
2021/08/08 13:10:19,GET,680,7
2021/08/08 13:10:19,GET,685,8
2021/08/08 13:10:19,GET,690,7
2021/08/08 13:10:19,GET,695,8
2021/08/08 13:10:20,GET,700,6
2021/08/08 13:10:20,GET,705,6
2021/08/08 13:10:20,GET,710,8
2021/08/08 13:10:20,GET,715,6
2021/08/08 13:10:20,GET,720,6
2021/08/08 13:10:20,GET,725,6
2021/08/08 13:10:20,GET,730,6
2021/08/08 13:10:20,GET,735,6
2021/08/08 13:10:21,GET,740,9
